??,??,???
result_data_special,2966,result-data-special-653443
result_data_special,2971,result-data-special-1351071
result_data_special,2974,result-data-special-256924
result_data_special,2975,result-data-special-261223
result_data_special,2991,result-data-special-2986259
result_data_special,2992,result-data-special-877423
result_data_special,2994,result-data-special-3627437
result_data_special,2998,result-data-special-552679
result_data_special,3011,result-data-special-511037
result_data_special,3017,result-data-special-2746869
result_data_special,3024,result-data-special-273218
result_data_special,3030,result-data-special-1113936
result_data_special,3034,result-data-special-2492155
result_data_special,3036,result-data-special-2377552
result_data_special,3047,result-data-special-173748
result_data_special,3052,result-data-special-2333331
result_data_special,3060,result-data-special-1168112
result_data_special,3064,result-data-special-2637056
result_data_special,3066,result-data-special-914558
result_data_special,3074,result-data-special-725035
result_data_special,3078,result-data-special-3749927
result_data_special,3094,result-data-special-2746869
result_data_special,3095,result-data-special-2416631
result_data_special,3101,result-data-special-2637056
result_data_special,3106,result-data-special-1538388
result_data_special,3108,result-data-special-3789120
result_data_special,3127,result-data-special-556533
result_data_special,3132,result-data-special-1845057
result_data_special,3136,result-data-special-146131
result_data_special,3137,result-data-special-2333331
result_data_special,3138,result-data-special-2146369
result_data_special,3139,result-data-special-2986259
result_data_special,3145,result-data-special-653443
result_data_special,3160,result-data-special-511037
result_data_special,3171,result-data-special-2298362
result_data_special,3177,result-data-special-273218
result_data_special,3179,result-data-special-1845057
result_data_special,3182,result-data-special-1206080
result_data_special,3185,result-data-special-173748
result_data_special,3198,result-data-special-914558
result_data_special,3200,result-data-special-256924
result_data_special,3204,result-data-special-2623413
result_data_special,3206,result-data-special-2333331
result_data_special,3209,result-data-special-672752
result_data_special,3226,result-data-special-256924
result_data_special,3227,result-data-special-261223
result_data_special,3239,result-data-special-552679
result_data_special,3240,result-data-special-971735
result_data_special,3247,result-data-special-2678297
result_data_special,3257,result-data-special-273218
result_data_special,3259,result-data-special-834928
result_data_special,3260,result-data-special-3789120
result_data_special,3263,result-data-special-653443
result_data_special,3264,result-data-special-2075639
result_data_special,3277,result-data-special-3627437
result_data_special,3285,result-data-special-2416631
result_data_special,3291,result-data-special-552679
result_data_special,3295,result-data-special-3024418
result_data_special,3296,result-data-special-3110275
result_data_special,3300,result-data-special-1206080
result_data_special,3307,result-data-special-2637056
result_data_special,3309,result-data-special-2177658
result_data_special,3319,result-data-special-511037
result_data_special,3328,result-data-special-226061
result_data_special,3335,result-data-special-914558
result_data_special,3352,result-data-special-3749927
result_data_special,3355,result-data-special-3960187
result_data_special,3356,result-data-special-2333331
result_data_special,3364,result-data-special-1538388
result_data_special,3366,result-data-special-914558
result_data_special,3367,result-data-special-2678297
result_data_special,3378,result-data-special-3789120
result_data_special,3382,result-data-special-2162294
result_data_special,3388,result-data-special-1259265
result_data_special,3395,result-data-special-767290
result_data_special,3397,result-data-special-1206080
result_data_special,3400,result-data-special-2071296
result_data_special,3410,result-data-special-3777606
result_data_special,3426,result-data-special-2623413
result_data_special,3429,result-data-special-3273691
result_data_special,3432,result-data-special-2119153
result_data_special,3436,result-data-special-256924
result_data_special,3445,result-data-special-2162294
result_data_special,3454,result-data-special-914558
result_data_special,3456,result-data-special-230996
result_data_special,3465,result-data-special-2403045
result_data_special,3467,result-data-special-146131
result_data_special,3469,result-data-special-3627437
result_data_special,3473,result-data-special-2487758
result_data_special,3476,result-data-special-511037
result_data_special,3477,result-data-special-552679
result_data_special,3479,result-data-special-2119153
result_data_special,3489,result-data-special-3110275
result_data_special,3496,result-data-special-1538388
result_data_special,3498,result-data-special-2986259
result_data_special,3499,result-data-special-261223
result_data_special,3504,result-data-special-3960187
result_data_special,3509,result-data-special-2487758
result_data_special,3512,result-data-special-3627437
result_data_special,3518,result-data-special-511037
result_data_special,3519,result-data-special-552679
result_data_special,3524,result-data-special-3789120
result_data_special,3527,result-data-special-3960187
result_data_special,3531,result-data-special-725035
result_data_special,3549,result-data-special-2986259
result_data_special,3565,result-data-special-1168112
result_data_special,3574,result-data-special-2071296
result_data_special,3578,result-data-special-961547
result_data_special,3582,result-data-special-672752
result_data_special,3589,result-data-special-1206080
result_data_special,3595,result-data-special-834928
result_data_special,3599,result-data-special-3789120
result_data_special,3602,result-data-special-261223
result_data_special,3605,result-data-special-2377552
result_data_special,3622,result-data-special-226061
result_data_special,3624,result-data-special-2075639
result_data_special,3635,result-data-special-1351071
result_data_special,3639,result-data-special-961547
result_data_special,3648,result-data-special-2623413
result_data_special,3653,result-data-special-3273691
result_data_special,3657,result-data-special-2075639
result_data_special,3676,result-data-special-556533
result_data_special,3683,result-data-special-3024418
result_data_special,3688,result-data-special-2119153
result_data_special,3700,result-data-special-1538388
result_data_special,3701,result-data-special-3324843
result_data_special,3704,result-data-special-2746869
result_data_special,3708,result-data-special-3556707
result_data_special,3716,result-data-special-2986259
result_data_special,3718,result-data-special-2071296
result_data_special,3719,result-data-special-3960820
result_data_special,3720,result-data-special-2637056
result_data_special,3722,result-data-special-261223
result_data_upWord,2,result-data-upWord-2177658
result_data_upWord,7,result-data-upWord-2678297
result_data_upWord,11,result-data-upWord-1206080
result_data_upWord,17,result-data-upWord-2487758
result_data_upWord,30,result-data-upWord-256924
result_data_upWord,32,result-data-upWord-3749927
result_data_upWord,42,result-data-upWord-3110275
result_data_upWord,51,result-data-upWord-1259265
result_data_upWord,53,result-data-upWord-3789120
result_data_upWord,60,result-data-upWord-2075639
result_data_upWord,67,result-data-upWord-552679
result_data_upWord,68,result-data-upWord-3324843
result_data_upWord,78,result-data-upWord-2377552
result_data_upWord,83,result-data-upWord-2678297
result_data_upWord,90,result-data-upWord-1845057
result_data_upWord,93,result-data-upWord-653443
result_data_upWord,104,result-data-upWord-937444
result_data_upWord,108,result-data-upWord-3960187
result_data_upWord,111,result-data-upWord-2146369
result_data_upWord,116,result-data-upWord-2333331
result_data_upWord,122,result-data-upWord-877423
result_data_upWord,123,result-data-upWord-264145
result_data_upWord,127,result-data-upWord-2986259
result_data_upWord,139,result-data-upWord-2119153
result_data_upWord,151,result-data-upWord-2623413
result_data_upWord,153,result-data-upWord-2177658
result_data_upWord,156,result-data-upWord-2162294
result_data_upWord,157,result-data-upWord-3324843
result_data_upWord,159,result-data-upWord-2119153
result_data_upWord,162,result-data-upWord-3273691
result_data_upWord,163,result-data-upWord-552679
result_data_upWord,169,result-data-upWord-2678297
result_data_upWord,173,result-data-upWord-653443
result_data_upWord,174,result-data-upWord-1113261
result_data_upWord,178,result-data-upWord-1168112
result_data_upWord,183,result-data-upWord-1845057
result_data_upWord,200,result-data-upWord-261223
result_data_upWord,221,result-data-upWord-1351071
result_data_upWord,222,result-data-upWord-3273691
result_data_upWord,240,result-data-upWord-961547
result_data_upWord,252,result-data-upWord-834928
result_data_upWord,262,result-data-upWord-1168112
result_data_upWord,265,result-data-upWord-1113936
result_data_upWord,269,result-data-upWord-2746869
result_data_upWord,270,result-data-upWord-3777606
result_data_upWord,276,result-data-upWord-1538388
result_data_upWord,284,result-data-upWord-1113261
result_data_upWord,285,result-data-upWord-2678297
result_data_upWord,289,result-data-upWord-3960820
result_data_upWord,298,result-data-upWord-3273691
result_data_upWord,302,result-data-upWord-3777606
result_data_upWord,309,result-data-upWord-961547
result_data_upWord,311,result-data-upWord-2416631
result_data_upWord,312,result-data-upWord-3024418
result_data_upWord,314,result-data-upWord-552679
result_data_upWord,315,result-data-upWord-971735
result_data_upWord,317,result-data-upWord-2403045
result_data_upWord,330,result-data-upWord-1351071
result_data_upWord,355,result-data-upWord-256924
result_data_upWord,358,result-data-upWord-3338224
result_data_upWord,360,result-data-upWord-2487758
result_data_upWord,369,result-data-upWord-2333331
result_data_upWord,371,result-data-upWord-3749927
result_data_upWord,375,result-data-upWord-3392338
result_data_upWord,376,result-data-upWord-2487758
result_data_upWord,379,result-data-upWord-2492155
result_data_upWord,389,result-data-upWord-2298362
result_data_upWord,391,result-data-upWord-2075639
result_data_upWord,392,result-data-upWord-2403045
result_data_upWord,394,result-data-upWord-552679
result_data_upWord,410,result-data-upWord-1168112
result_data_upWord,414,result-data-upWord-937444
result_data_upWord,429,result-data-upWord-3960187
result_data_upWord,431,result-data-upWord-226061
result_data_upWord,432,result-data-upWord-3749927
result_data_upWord,436,result-data-upWord-1168112
result_data_upWord,438,result-data-upWord-264145
result_data_upWord,442,result-data-upWord-1351071
result_data_upWord,451,result-data-upWord-2487758
result_data_upWord,452,result-data-upWord-937444
result_data_upWord,456,result-data-upWord-2162294
result_data_upWord,474,result-data-upWord-3392338
result_data_upWord,475,result-data-upWord-3749927
result_data_upWord,478,result-data-upWord-877423
result_data_upWord,479,result-data-upWord-2298362
result_data_upWord,480,result-data-upWord-3789120
result_data_upWord,485,result-data-upWord-767290
result_data_upWord,487,result-data-upWord-2162294
result_data_upWord,488,result-data-upWord-961547
result_data_upWord,494,result-data-upWord-2678297
result_data_upWord,501,result-data-upWord-3777606
result_data_upWord,509,result-data-upWord-3789120
result_data_upWord,515,result-data-upWord-2162294
result_data_upWord,529,result-data-upWord-653443
result_data_upWord,537,result-data-upWord-3273691
result_data_upWord,544,result-data-upWord-1113261
result_data_upWord,546,result-data-upWord-2119153
result_data_upWord,548,result-data-upWord-261223
result_data_upWord,550,result-data-upWord-2177658
result_data_upWord,553,result-data-upWord-3324843
result_data_upWord,558,result-data-upWord-552679
result_data_upWord,560,result-data-upWord-2678297
result_data_upWord,564,result-data-upWord-3392338
result_data_upWord,572,result-data-upWord-1845057
result_data_upWord,573,result-data-upWord-2623413
result_data_upWord,582,result-data-upWord-3960187
result_data_upWord,591,result-data-upWord-2678297
result_data_upWord,596,result-data-upWord-2119153
result_data_upWord,599,result-data-upWord-1168112
result_data_upWord,603,result-data-upWord-2162294
result_data_upWord,606,result-data-upWord-2623413
result_data_upWord,608,result-data-upWord-3273691
result_data_upWord,614,result-data-upWord-653443
result_data_upWord,618,result-data-upWord-261223
result_data_upWord,620,result-data-upWord-2177658
result_data_upWord,624,result-data-upWord-552679
result_data_upWord,630,result-data-upWord-1845057
result_data_upWord,633,result-data-upWord-1113261
result_data_upWord,639,result-data-upWord-3324843
result_data_upWord,665,result-data-upWord-226061
result_data_upWord,667,result-data-upWord-2623413
result_data_upWord,668,result-data-upWord-3273691
result_data_upWord,673,result-data-upWord-3960187
result_data_upWord,675,result-data-upWord-3749927
result_data_upWord,688,result-data-upWord-2298362
result_data_upWord,689,result-data-upWord-3749927
result_data_upWord,701,result-data-upWord-3024418
result_data_upWord,704,result-data-upWord-2492155
result_data_upWord,705,result-data-upWord-961547
result_data_upWord,712,result-data-upWord-2746869
result_data_upWord,713,result-data-upWord-2119153
result_data_upWord,714,result-data-upWord-2146369
result_data_upWord,721,result-data-upWord-1845057
result_data_upWord,723,result-data-upWord-1113261
result_data_upWord,737,result-data-upWord-2416631
result_data_upWord,740,result-data-upWord-2377552
result_data_upWord,751,result-data-upWord-173748
result_data_upWord,756,result-data-upWord-2075639
result_data_upWord,758,result-data-upWord-961547
result_data_upWord,790,result-data-upWord-877423
result_data_upWord,791,result-data-upWord-2403045
result_data_upWord,794,result-data-upWord-3789120
result_data_upWord,798,result-data-upWord-1351071
result_data_upWord,801,result-data-upWord-914558
result_data_upWord,802,result-data-upWord-2071296
result_data_upWord,817,result-data-upWord-2986259
result_data_upWord,818,result-data-upWord-556533
result_data_upWord,822,result-data-upWord-273218
result_data_upWord,827,result-data-upWord-914558
result_data_upWord,831,result-data-upWord-261223
result_data_upWord,832,result-data-upWord-2377552
result_data_upWord,836,result-data-upWord-3789120
result_data_upWord,837,result-data-upWord-1168112
result_data_upWord,843,result-data-upWord-230996
result_data_upWord,844,result-data-upWord-2746869
result_data_upWord,851,result-data-upWord-653443
result_data_upWord,859,result-data-upWord-3749927
result_data_upWord,868,result-data-upWord-3777606
result_data_upWord,890,result-data-upWord-1113261
result_data_upWord,892,result-data-upWord-767290
result_data_upWord,899,result-data-upWord-264145
result_data_upWord,909,result-data-upWord-146131
result_data_upWord,915,result-data-upWord-2075639
result_data_upWord,920,result-data-upWord-2119153
result_data_upWord,923,result-data-upWord-914558
result_data_upWord,924,result-data-upWord-2746869
result_data_upWord,925,result-data-upWord-971735
result_data_upWord,926,result-data-upWord-961547
result_data_upWord,933,result-data-upWord-511037
result_data_upWord,943,result-data-upWord-2623413
result_data_upWord,952,result-data-upWord-3960187
result_data_upWord,954,result-data-upWord-1845057
result_data_upWord,973,result-data-upWord-2487758
result_data_upWord,982,result-data-upWord-672752
result_data_upWord,985,result-data-upWord-261223
result_data_upWord,991,result-data-upWord-173748
result_data_upWord,992,result-data-upWord-230996
result_data_upWord,997,result-data-upWord-2075639
result_data_upWord,999,result-data-upWord-3627437
result_data_upWord,1001,result-data-upWord-2071296
result_data_upWord,1007,result-data-upWord-1206080
result_data_upWord,1022,result-data-upWord-2177658
result_data_upWord,1025,result-data-upWord-3960820
result_data_upWord,1034,result-data-upWord-1168112
result_data_upWord,1037,result-data-upWord-511037
result_data_upWord,1042,result-data-upWord-2146369
result_data_upWord,1048,result-data-upWord-1259265
result_data_upWord,1052,result-data-upWord-2623413
result_data_upWord,1054,result-data-upWord-1845057
result_data_upWord,1060,result-data-upWord-256924
result_data_upWord,1063,result-data-upWord-2678297
result_data_upWord,1077,result-data-upWord-653443
result_data_upWord,1080,result-data-upWord-3338224
result_data_upWord,1088,result-data-upWord-767290
result_data_upWord,1104,result-data-upWord-3273691
result_data_upWord,1109,result-data-upWord-2637056
result_data_upWord,1110,result-data-upWord-3627437
result_data_upWord,1112,result-data-upWord-1538388
result_data_upWord,1120,result-data-upWord-1351071
result_data_upWord,1125,result-data-upWord-230996
result_data_upWord,1126,result-data-upWord-1206080
result_data_upWord,1135,result-data-upWord-511037
result_data_upWord,1137,result-data-upWord-3960187
result_data_upWord,1142,result-data-upWord-725035
result_data_upWord,1147,result-data-upWord-653443
result_data_upWord,1151,result-data-upWord-1168112
result_data_upWord,1162,result-data-upWord-3960187
result_data_upWord,1173,result-data-upWord-226061
result_data_upWord,1177,result-data-upWord-914558
result_data_upWord,1178,result-data-upWord-2146369
result_data_upWord,1187,result-data-upWord-1113261
result_data_upWord,1189,result-data-upWord-3960820
result_data_upWord,1203,result-data-upWord-2377552
result_data_upWord,1209,result-data-upWord-2162294
result_data_upWord,1214,result-data-upWord-767290
result_data_upWord,1218,result-data-upWord-3324843
result_data_upWord,1221,result-data-upWord-3273691
result_data_upWord,1226,result-data-upWord-256924
result_data_upWord,1234,result-data-upWord-261223
result_data_upWord,1235,result-data-upWord-3749927
result_data_upWord,1243,result-data-upWord-3273691
result_data_upWord,1246,result-data-upWord-2298362
result_data_upWord,1253,result-data-upWord-653443
result_data_upWord,1255,result-data-upWord-2492155
result_data_upWord,1268,result-data-upWord-1351071
result_data_upWord,1271,result-data-upWord-767290
result_data_upWord,1277,result-data-upWord-2075639
result_data_upWord,1281,result-data-upWord-1538388
result_data_upWord,1285,result-data-upWord-256924
result_data_upWord,1298,result-data-upWord-2637056
result_data_upWord,1299,result-data-upWord-3392338
result_data_upWord,1310,result-data-upWord-273218
result_data_upWord,1312,result-data-upWord-2416631
result_data_upWord,1314,result-data-upWord-2162294
result_data_upWord,1320,result-data-upWord-1206080
result_data_upWord,1328,result-data-upWord-3273691
result_data_upWord,1333,result-data-upWord-2623413
result_data_upWord,1334,result-data-upWord-3960820
result_data_upWord,1337,result-data-upWord-937444
result_data_upWord,1343,result-data-upWord-3392338
result_data_upWord,1346,result-data-upWord-1206080
result_data_upWord,1348,result-data-upWord-1259265
result_data_upWord,1354,result-data-upWord-2146369
result_data_upWord,1359,result-data-upWord-556533
result_data_upWord,1365,result-data-upWord-256924
result_data_upWord,1366,result-data-upWord-877423
result_data_upWord,1373,result-data-upWord-2637056
result_data_upWord,1383,result-data-upWord-273218
result_data_upWord,1387,result-data-upWord-3777606
result_data_upWord,1389,result-data-upWord-672752
result_data_upWord,1394,result-data-upWord-3024418
result_data_upWord,1395,result-data-upWord-2071296
result_data_upWord,1396,result-data-upWord-3627437
result_data_upWord,1398,result-data-upWord-1351071
result_data_upWord,1399,result-data-upWord-3024418
result_data_upWord,1402,result-data-upWord-230996
result_data_upWord,1412,result-data-upWord-3273691
result_data_upWord,1415,result-data-upWord-261223
result_data_upWord,1416,result-data-upWord-1845057
result_data_upWord,1431,result-data-upWord-767290
result_data_upWord,1444,result-data-upWord-2075639
result_data_upWord,1457,result-data-upWord-877423
result_data_upWord,1458,result-data-upWord-2119153
result_data_upWord,1462,result-data-upWord-2162294
result_data_upWord,1465,result-data-upWord-2298362
result_data_upWord,1467,result-data-upWord-2333331
result_data_upWord,1476,result-data-upWord-1113261
result_data_upWord,1480,result-data-upWord-3627437
result_data_upWord,1484,result-data-upWord-3110275
result_data_upWord,1487,result-data-upWord-1168112
result_data_upWord,1495,result-data-upWord-230996
result_data_upWord,1496,result-data-upWord-937444
result_data_upWord,1498,result-data-upWord-1259265
result_data_upWord,1503,result-data-upWord-2177658
result_data_upWord,1512,result-data-upWord-3338224
result_data_upWord,1513,result-data-upWord-914558
result_data_upWord,1517,result-data-upWord-2986259
result_data_upWord,1522,result-data-upWord-3789120
result_data_upWord,1525,result-data-upWord-3556707
result_data_upWord,1540,result-data-upWord-3627437
result_data_upWord,1542,result-data-upWord-2298362
result_data_upWord,1551,result-data-upWord-2071296
result_data_upWord,1559,result-data-upWord-3392338
result_data_upWord,1566,result-data-upWord-1113936
result_data_upWord,1569,result-data-upWord-1206080
result_data_upWord,1582,result-data-upWord-2119153
result_data_upWord,1586,result-data-upWord-264145
result_data_upWord,1588,result-data-upWord-3556707
result_data_upWord,1589,result-data-upWord-2298362
result_data_upWord,1598,result-data-upWord-937444
result_data_upWord,1600,result-data-upWord-1538388
result_data_upWord,1606,result-data-upWord-653443
result_data_upWord,1609,result-data-upWord-226061
result_data_upWord,1610,result-data-upWord-2377552
result_data_upWord,1615,result-data-upWord-877423
result_data_upWord,1625,result-data-upWord-3392338
result_data_upWord,1627,result-data-upWord-256924
result_data_upWord,1635,result-data-upWord-273218
result_data_upWord,1638,result-data-upWord-2146369
result_data_upWord,1642,result-data-upWord-1113261
result_data_upWord,1643,result-data-upWord-2416631
result_data_upWord,1652,result-data-upWord-2487758
result_data_upWord,1653,result-data-upWord-2637056
result_data_upWord,1656,result-data-upWord-511037
result_data_upWord,1659,result-data-upWord-146131
result_data_upWord,1666,result-data-upWord-1351071
result_data_upWord,1691,result-data-upWord-653443
result_data_upWord,1692,result-data-upWord-2333331
result_data_upWord,1693,result-data-upWord-2986259
result_data_upWord,1699,result-data-upWord-3392338
result_data_upWord,1703,result-data-upWord-1168112
result_data_upWord,1711,result-data-upWord-3324843
result_data_upWord,1720,result-data-upWord-767290
result_data_upWord,1721,result-data-upWord-2162294
result_data_upWord,1727,result-data-upWord-877423
result_data_upWord,1728,result-data-upWord-971735
result_data_upWord,1733,result-data-upWord-1845057
result_data_upWord,1743,result-data-upWord-2177658
result_data_upWord,1744,result-data-upWord-2075639
result_data_upWord,1746,result-data-upWord-552679
result_data_upWord,1774,result-data-upWord-1351071
result_data_upWord,1776,result-data-upWord-3789120
result_data_upWord,1781,result-data-upWord-3960820
result_data_upWord,1783,result-data-upWord-2119153
result_data_upWord,1784,result-data-upWord-2637056
result_data_upWord,1789,result-data-upWord-3110275
result_data_upWord,1791,result-data-upWord-1113261
result_data_upWord,1800,result-data-upWord-3338224
result_data_upWord,1801,result-data-upWord-2416631
result_data_upWord,1815,result-data-upWord-1168112
result_data_upWord,1816,result-data-upWord-914558
result_data_upWord,1817,result-data-upWord-556533
result_data_upWord,1818,result-data-upWord-2623413
result_data_upWord,1825,result-data-upWord-226061
result_data_upWord,1828,result-data-upWord-3960187
result_data_upWord,1830,result-data-upWord-3960820
result_data_upWord,1834,result-data-upWord-2333331
result_data_upWord,1838,result-data-upWord-3789120
result_data_upWord,1842,result-data-upWord-672752
result_data_upWord,1843,result-data-upWord-1351071
result_data_upWord,1851,result-data-upWord-273218
result_data_upWord,1866,result-data-upWord-552679
result_data_upWord,1868,result-data-upWord-230996
result_data_upWord,1874,result-data-upWord-767290
result_data_upWord,1879,result-data-upWord-2492155
result_data_upWord,1887,result-data-upWord-3273691
result_data_upWord,1894,result-data-upWord-264145
result_data_upWord,1895,result-data-upWord-767290
result_data_upWord,1907,result-data-upWord-264145
result_data_upWord,1919,result-data-upWord-2623413
result_data_upWord,1922,result-data-upWord-961547
result_data_upWord,1931,result-data-upWord-877423
result_data_upWord,1932,result-data-upWord-971735
result_data_upWord,1935,result-data-upWord-556533
result_data_upWord,1937,result-data-upWord-3024418
result_data_upWord,1944,result-data-upWord-2403045
result_data_upWord,1951,result-data-upWord-1113936
result_data_upWord,1957,result-data-upWord-834928
result_data_upWord,1959,result-data-upWord-1113261
result_data_upWord,1962,result-data-upWord-2746869
result_data_upWord,1971,result-data-upWord-3338224
result_data_upWord,1979,result-data-upWord-961547
result_data_upWord,1984,result-data-upWord-834928
result_data_upWord,1985,result-data-upWord-914558
result_data_upWord,1987,result-data-upWord-3777606
result_data_upWord,1998,result-data-upWord-2487758
result_data_upWord,2010,result-data-upWord-3392338
result_data_upWord,2015,result-data-upWord-556533
result_data_upWord,2017,result-data-upWord-511037
result_data_upWord,2021,result-data-upWord-2177658
result_data_upWord,2023,result-data-upWord-2416631
result_data_upWord,2030,result-data-upWord-971735
result_data_upWord,2040,result-data-upWord-264145
result_data_upWord,2043,result-data-upWord-3960820
result_data_upWord,2047,result-data-upWord-725035
result_data_upWord,2048,result-data-upWord-1351071
result_data_upWord,2049,result-data-upWord-2146369
result_data_upWord,2058,result-data-upWord-2177658
result_data_upWord,2060,result-data-upWord-264145
result_data_upWord,2064,result-data-upWord-971735
result_data_upWord,2072,result-data-upWord-2298362
result_data_upWord,2074,result-data-upWord-1351071
result_data_upWord,2083,result-data-upWord-2416631
result_data_upWord,2087,result-data-upWord-2746869
result_data_upWord,2088,result-data-upWord-511037
result_data_upWord,2090,result-data-upWord-3392338
result_data_upWord,2093,result-data-upWord-877423
result_data_upWord,2099,result-data-upWord-672752
result_data_upWord,2109,result-data-upWord-653443
result_data_upWord,2112,result-data-upWord-971735
result_data_upWord,2120,result-data-upWord-3273691
result_data_upWord,2136,result-data-upWord-1113261
result_data_upWord,2139,result-data-upWord-230996
result_data_upWord,2140,result-data-upWord-3024418
result_data_upWord,2141,result-data-upWord-511037
result_data_upWord,2150,result-data-upWord-1168112
result_data_upWord,2152,result-data-upWord-2678297
result_data_upWord,2162,result-data-upWord-1168112
result_data_upWord,2164,result-data-upWord-2377552
result_data_upWord,2170,result-data-upWord-1845057
result_data_upWord,2180,result-data-upWord-2637056
result_data_upWord,2187,result-data-upWord-2146369
result_data_upWord,2191,result-data-upWord-1538388
result_data_upWord,2197,result-data-upWord-3556707
result_data_upWord,2198,result-data-upWord-273218
result_data_upWord,2208,result-data-upWord-2986259
result_data_upWord,2214,result-data-upWord-2333331
result_data_upWord,2219,result-data-upWord-556533
result_data_upWord,2220,result-data-upWord-2298362
result_data_upWord,2227,result-data-upWord-3627437
result_data_upWord,2233,result-data-upWord-3556707
result_data_upWord,2237,result-data-upWord-511037
result_data_upWord,2240,result-data-upWord-2298362
result_data_upWord,2246,result-data-upWord-2333331
result_data_upWord,2253,result-data-upWord-1206080
result_data_upWord,2254,result-data-upWord-2162294
result_data_upWord,2255,result-data-upWord-2492155
result_data_upWord,2256,result-data-upWord-3324843
result_data_upWord,2274,result-data-upWord-971735
result_data_upWord,2277,result-data-upWord-1206080
result_data_upWord,2279,result-data-upWord-672752
result_data_upWord,2283,result-data-upWord-2623413
result_data_upWord,2285,result-data-upWord-3338224
result_data_upWord,2291,result-data-upWord-256924
result_data_upWord,2292,result-data-upWord-2177658
result_data_upWord,2294,result-data-upWord-877423
result_data_upWord,2296,result-data-upWord-2146369
result_data_upWord,2307,result-data-upWord-226061
result_data_upWord,2309,result-data-upWord-672752
result_data_upWord,2312,result-data-upWord-971735
result_data_upWord,2316,result-data-upWord-937444
result_data_upWord,2326,result-data-upWord-914558
result_data_upWord,2329,result-data-upWord-3749927
result_data_upWord,2339,result-data-upWord-3960820
result_data_upWord,2348,result-data-upWord-2333331
result_data_upWord,2352,result-data-upWord-3324843
result_data_upWord,2357,result-data-upWord-273218
result_data_upWord,2368,result-data-upWord-1206080
result_data_upWord,2369,result-data-upWord-2377552
result_data_upWord,2375,result-data-upWord-261223
result_data_upWord,2379,result-data-upWord-1168112
result_data_upWord,2382,result-data-upWord-653443
result_data_upWord,2390,result-data-upWord-1538388
result_data_upWord,2402,result-data-upWord-3338224
result_data_upWord,2405,result-data-upWord-767290
result_data_upWord,2412,result-data-upWord-173748
result_data_upWord,2415,result-data-upWord-264145
result_data_upWord,2416,result-data-upWord-2623413
result_data_upWord,2421,result-data-upWord-173748
result_data_upWord,2422,result-data-upWord-226061
result_data_upWord,2424,result-data-upWord-230996
result_data_upWord,2432,result-data-upWord-273218
result_data_upWord,2433,result-data-upWord-2162294
result_data_upWord,2434,result-data-upWord-552679
result_data_upWord,2438,result-data-upWord-2071296
result_data_upWord,2454,result-data-upWord-1168112
result_data_upWord,2455,result-data-upWord-2416631
result_data_upWord,2478,result-data-upWord-725035
result_data_upWord,2495,result-data-upWord-230996
result_data_upWord,2496,result-data-upWord-2333331
result_data_upWord,2500,result-data-upWord-1351071
result_data_upWord,2503,result-data-upWord-1113261
result_data_upWord,2510,result-data-upWord-3392338
result_data_upWord,2527,result-data-upWord-767290
result_data_upWord,2543,result-data-upWord-1845057
result_data_upWord,2545,result-data-upWord-552679
result_data_upWord,2546,result-data-upWord-3392338
result_data_upWord,2548,result-data-upWord-961547
result_data_upWord,2552,result-data-upWord-937444
result_data_upWord,2556,result-data-upWord-3960820
result_data_upWord,2557,result-data-upWord-273218
result_data_upWord,2576,result-data-upWord-173748
result_data_upWord,2577,result-data-upWord-2637056
result_data_upWord,2579,result-data-upWord-3338224
result_data_upWord,2583,result-data-upWord-961547
result_data_upWord,2587,result-data-upWord-146131
result_data_upWord,2595,result-data-upWord-834928
result_data_upWord,2596,result-data-upWord-877423
result_data_upWord,2599,result-data-upWord-2071296
result_data_upWord,2600,result-data-upWord-2071296
result_data_upWord,2603,result-data-upWord-2075639
result_data_upWord,2605,result-data-upWord-767290
result_data_upWord,2611,result-data-upWord-230996
result_data_upWord,2612,result-data-upWord-2492155
result_data_upWord,2615,result-data-upWord-2146369
result_data_upWord,2617,result-data-upWord-1259265
result_data_upWord,2636,result-data-upWord-2678297
result_data_upWord,2642,result-data-upWord-146131
result_data_upWord,2650,result-data-upWord-3392338
result_data_upWord,2659,result-data-upWord-2075639
result_data_upWord,2666,result-data-upWord-3960187
result_data_upWord,2673,result-data-upWord-914558
result_data_upWord,2675,result-data-upWord-672752
result_data_upWord,2684,result-data-upWord-2403045
result_data_upWord,2686,result-data-upWord-2162294
result_data_upWord,2691,result-data-upWord-173748
result_data_upWord,2697,result-data-upWord-961547
result_data_upWord,2698,result-data-upWord-1168112
result_data_upWord,2713,result-data-upWord-653443
result_data_upWord,2717,result-data-upWord-3627437
result_data_upWord,2721,result-data-upWord-2071296
result_data_upWord,2723,result-data-upWord-1351071
result_data_upWord,2726,result-data-upWord-937444
result_data_upWord,2731,result-data-upWord-226061
result_data_upWord,2734,result-data-upWord-937444
result_data_upWord,2740,result-data-upWord-1538388
result_data_upWord,2746,result-data-upWord-146131
result_data_upWord,2757,result-data-upWord-767290
result_data_upWord,2758,result-data-upWord-511037
result_data_upWord,2759,result-data-upWord-2492155
result_data_upWord,2760,result-data-upWord-2119153
result_data_upWord,2765,result-data-upWord-971735
result_data_upWord,2791,result-data-upWord-2487758
result_data_upWord,2792,result-data-upWord-937444
result_data_upWord,2799,result-data-upWord-226061
result_data_upWord,2800,result-data-upWord-3392338
